Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
8780,get on da mic,Ps2,2004.0,Misc,Eidos Interactive,0.07,0.06,0.0,0.02,0.15
8781,heroes of mana,Ds,2007.0,Strategy,Square Enix,0.08,0.01,0.05,0.01,0.15
8782,jurassic: the hunted,Wii,2009.0,Shooter,Activision,0.14,0.0,0.0,0.01,0.15
8783,army men: sarge's war,Gc,2004.0,Shooter,Global Star,0.12,0.03,0.0,0.0,0.15
8784,horse life adventures,Wii,2008.0,Simulation,Deep Silver,0.13,0.01,0.0,0.01,0.15
8785,amagami,Psp,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,0.15,0.0,0.15
8786,ice age 2: the meltdown,Ds,2006.0,Platform,Vivendi Games,0.13,0.01,0.0,0.01,0.15
8787,jikkyou powerful pro yakyuu 2009,Ps2,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15
8788,blazing angels 2: secret missions of wwii,Ps3,2007.0,Simulation,Ubisoft,0.1,0.03,0.0,0.02,0.15
8789,bigfoot: collision course,Ds,2009.0,Racing,Zoo Digital Publishing,0.14,0.0,0.0,0.01,0.15
8790,marvel super hero squad: the infinity gauntlet,X360,2010.0,Action,Thq,0.12,0.02,0.0,0.01,0.15
8791,kidou senkan nadesico,Sat,1997.0,Strategy,Sega,0.0,0.0,0.15,0.0,0.15
8792,tears to tiara ii: heir of the overlord,Ps3,2013.0,Role-Playing,Nippon Ichi Software,0.07,0.02,0.06,0.01,0.15
8793,frogger's adventures: the rescue,Gc,2003.0,Platform,Konami Digital Entertainment,0.12,0.03,0.0,0.0,0.15
8794,the incredibles: rise of the underminer,Ds,2005.0,Action,Thq,0.13,0.01,0.0,0.01,0.15
8795,darksiders,Pc,2010.0,Action,Thq,0.07,0.06,0.0,0.02,0.15
8796,the secret saturdays: beasts of the 5th sun,Ps2,2009.0,Action,D3Publisher,0.05,0.02,0.0,0.08,0.15
8797,countdown: the game,Ds,2009.0,Puzzle,Mindscape,0.0,0.14,0.0,0.01,0.15
8798,active life explorer,Wii,2010.0,Sports,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15
8799,mlb power pros 2008,Ps2,2008.0,Sports,Konami Digital Entertainment,0.05,0.04,0.05,0.01,0.15
8800,the fairly odd parents: clash with the anti-world,Gba,2005.0,Adventure,Thq,0.11,0.04,0.0,0.0,0.15
8801,theatrhythm dragon quest,3Ds,2015.0,Misc,Square Enix,0.0,0.0,0.15,0.0,0.15
8802,major league baseball 2k10,Ds,2010.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15
8803,naruto: powerful shippuden,3Ds,2012.0,Platform,Namco Bandai Games,0.08,0.02,0.04,0.01,0.15
8804,disney's the lion king: simba's mighty adventure,Ps,2000.0,Action,Activision,0.08,0.06,0.0,0.01,0.15
8805,family party: fitness fun,Wii,2010.0,Sports,D3Publisher,0.14,0.0,0.0,0.01,0.15
8806,thor: god of thunder,Ps3,2011.0,Action,Sega,0.07,0.06,0.0,0.02,0.15
8807,fantastic four: rise of the silver surfer,Ps3,2007.0,Action,Take-Two Interactive,0.12,0.02,0.0,0.02,0.15
8808,metal slug anthology,Wii,2006.0,Shooter,Ignition Entertainment,0.12,0.01,0.0,0.01,0.15
8809,goldeneye 007 (2010),Ds,2010.0,Action,Activision,0.11,0.03,0.0,0.01,0.15
8810,jikkyou powerful pro yakyuu 2012,Psp,2012.0,Action,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15
8811,all japan pro wrestling featuring virtua,Sat,1997.0,Fighting,Sega,0.0,0.0,0.15,0.0,0.15
8812,rudra no hihou,Snes,1996.0,Role-Playing,Squaresoft,0.0,0.0,0.15,0.0,0.15
8813,gundam breaker 2,Psv,2014.0,Action,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
8814,prince of persia: the sands of time,Gba,2003.0,Action,Ubisoft,0.11,0.04,0.0,0.0,0.15
8815,cake mania: in the mix!,Wii,2008.0,Puzzle,Majesco Entertainment,0.14,0.0,0.0,0.01,0.15
8816,zoids: battle legends,Gc,2003.0,Action,Tomy Corporation,0.12,0.03,0.0,0.0,0.15
8817,world series baseball 2k3,Xb,2003.0,Sports,Sega,0.11,0.03,0.0,0.01,0.15
8818,serious sam,Xb,2002.0,Shooter,Take-Two Interactive,0.11,0.03,0.0,0.01,0.15
8819,kowloon's gate,Ps,1997.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.14,0.01,0.15
8820,killer7,Gc,2005.0,Action,Capcom,0.12,0.03,0.0,0.0,0.15
8821,kingdom of paradise,Psp,2005.0,Role-Playing,Sony Computer Entertainment,0.14,0.0,0.0,0.01,0.15
8822,hidden mysteries: salem secrets - witch trials of 1692,Ds,2010.0,Puzzle,Astragon,0.09,0.04,0.0,0.01,0.15
8823,nba street homecourt,Ps3,2007.0,Sports,Electronic Arts,0.12,0.02,0.0,0.02,0.15
8824,the sims medieval: pirates and nobles,Pc,2011.0,Simulation,Electronic Arts,0.05,0.08,0.0,0.02,0.15
8825,the cursed crusade,X360,2011.0,Action,Dtp Entertainment,0.08,0.05,0.0,0.01,0.15
8826,super monkey ball adventure,Gc,2006.0,Platform,Sega,0.12,0.03,0.0,0.0,0.15
8827,kids learn math: a+ edition,Ds,2011.0,Misc,Unknown,0.14,0.0,0.0,0.01,0.15
8828,fifa soccer 2002,Ps,2001.0,Sports,Electronic Arts,0.08,0.06,0.0,0.01,0.15
8829,build-a-bear workshop: welcome to hugsville,Ds,2010.0,Misc,Game Factory,0.14,0.0,0.0,0.01,0.15
8830,street fighter anniversary collection,Xb,2004.0,Fighting,Capcom,0.11,0.03,0.0,0.01,0.15
8831,final fantasy xi: vana'diel collection 2008,X360,2007.0,Role-Playing,Square Enix,0.13,0.0,0.01,0.01,0.15
8832,suzumiya haruhi no yakusoku,Psp,2007.0,Adventure,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
8833,shadow ops: red mercury,Xb,2004.0,Shooter,Atari,0.11,0.03,0.0,0.01,0.15
8834,indigo prophecy,Ps2,2005.0,Adventure,Atari,0.07,0.06,0.0,0.02,0.15
8835,mind zero,Psv,2013.0,Role-Playing,Gungho,0.08,0.0,0.04,0.02,0.15
8836,world league soccer,Snes,1991.0,Sports,Imagineer,0.0,0.0,0.15,0.0,0.15
8837,nba shootout 2001,Ps2,2001.0,Sports,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15
8838,earth defense force 2025,X360,2013.0,Shooter,D3Publisher,0.06,0.04,0.05,0.01,0.15
8839,spider-man: friend or foe,Wii,2007.0,Action,Activision,0.13,0.01,0.0,0.01,0.15
8840,ultimate board game collection,Wii,2007.0,Misc,Xplosiv,0.14,0.0,0.0,0.01,0.15
8841,syndicate,Ps3,2012.0,Shooter,Ea Games,0.07,0.06,0.0,0.02,0.15
8842,samurai shodown anthology,Ps2,2008.0,Fighting,Ignition Entertainment,0.07,0.06,0.0,0.02,0.15
8843,nba 09: the inside,Ps3,2008.0,Sports,Sony Computer Entertainment,0.14,0.0,0.0,0.01,0.15
8844,musashi: samurai legend,Ps2,2005.0,Role-Playing,Atari,0.07,0.06,0.0,0.02,0.15
8845,saint seiya: soldiers' soul,Ps4,2015.0,Fighting,Namco Bandai Games,0.0,0.09,0.04,0.02,0.15
8846,terraria,Pc,2011.0,Action,Unknown,0.0,0.13,0.0,0.02,0.15
8847,castlevania: lords of shadow - mirror of fate,3Ds,2013.0,Action,Konami Digital Entertainment,0.04,0.07,0.03,0.01,0.15
8848,3rd super robot wars z: tengoku-hen,Ps3,2015.0,Action,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
8849,fantasia: music evolved,Xone,2014.0,Misc,Disney Interactive Studios,0.11,0.03,0.0,0.01,0.15
8850,pokémon: johto photo finish: game boy advance video,Gba,2004.0,Misc,Nan,0.11,0.04,0.0,0.0,0.15
8851,f1 2001,Ps2,2001.0,Racing,Electronic Arts,0.07,0.06,0.0,0.02,0.15
8852,the legend of heroes: trails of cold steel ii,Psv,2014.0,Role-Playing,Nippon Ichi Software,0.02,0.0,0.13,0.01,0.15
8853,top gun: combat zones,Gc,2002.0,Simulation,Titus,0.12,0.03,0.0,0.0,0.15
8854,j-league victory goal,Sat,1995.0,Sports,Sega,0.0,0.0,0.15,0.0,0.15
8855,bakugan battle brawlers: defenders of the core,Psp,2010.0,Action,Activision,0.09,0.04,0.0,0.03,0.15
8856,oreshika: tainted bloodlines,Psv,2014.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.15,0.0,0.15
8857,white knight chronicles: origins,Psp,2011.0,Role-Playing,Sony Computer Entertainment,0.0,0.04,0.09,0.02,0.15
8858,return to popolocrois: a story of seasons fairytale,3Ds,2015.0,Simulation,Marvelous Entertainment,0.04,0.0,0.1,0.01,0.15
8859,spongebob squarepants / fairly odd parents double pack,Gba,2005.0,Action,Thq,0.11,0.04,0.0,0.0,0.15
8860,history civil war: secret missions,Ps2,2008.0,Shooter,Activision,0.07,0.06,0.0,0.02,0.15
8861,nhl 09,Ps2,2008.0,Sports,Electronic Arts,0.07,0.06,0.0,0.02,0.15
8862,mirror's edge catalyst,Xone,2016.0,Platform,Electronic Arts,0.08,0.05,0.0,0.02,0.15
8863,derby stallion 64,N64,2001.0,Sports,Media Factory,0.0,0.0,0.15,0.0,0.15
8864,doraemon 3: nobi dai no machi sos!,N64,2000.0,Platform,Epoch,0.0,0.0,0.09,0.06,0.15
8865,space station silicon valley,N64,1997.0,Adventure,Take-Two Interactive,0.12,0.03,0.0,0.0,0.15
8866,dark rift,N64,1997.0,Fighting,Vic Tokai,0.12,0.03,0.0,0.0,0.15
8867,tokyo xanadu,Psv,2015.0,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.15,0.0,0.15
8868,all-star baseball 2003,Gc,2002.0,Sports,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15
8869,burger island,Wii,2009.0,Action,Destineer,0.14,0.0,0.0,0.01,0.15
8870,petz: dogz talent show,Ds,2009.0,Simulation,Ubisoft,0.14,0.0,0.0,0.01,0.15
8871,t'ai fu: wrath of the tiger,Ps,1998.0,Action,Activision,0.08,0.06,0.0,0.01,0.15
8872,rocky,Xb,2002.0,Fighting,Rage Software,0.11,0.03,0.0,0.01,0.15
8873,ford racing 2,Xb,2003.0,Racing,Empire Interactive,0.11,0.03,0.0,0.01,0.15
8874,odin sphere: leifthrasir,Psv,2016.0,Role-Playing,Nippon Ichi Software,0.02,0.03,0.08,0.02,0.15
8875,sam & max: season one,Wii,2008.0,Adventure,Jowood Productions,0.13,0.01,0.0,0.01,0.15
8876,virtua tennis 4,Wii,2011.0,Sports,Sega,0.05,0.08,0.0,0.02,0.15
8877,tetris attack,Snes,1995.0,Puzzle,Nintendo,0.0,0.0,0.15,0.0,0.15
8878,candace kane's candy factory,Wii,2008.0,Action,Destineer,0.14,0.0,0.0,0.01,0.15
8879,bloodrayne 2,Xb,2004.0,Shooter,Thq,0.11,0.03,0.0,0.01,0.15
8880,hot wheels: beat that!,Wii,2007.0,Racing,Activision,0.13,0.0,0.0,0.01,0.15
8881,soldier of fortune: payback,Ps3,2007.0,Shooter,Activision,0.12,0.02,0.0,0.01,0.15
8882,jaws unleashed,Xb,2006.0,Action,Thq,0.11,0.03,0.0,0.01,0.15
8883,pro yaky? spirits 6,Ps3,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15
8884,star trek: voyager elite force,Ps2,2001.0,Shooter,Codemasters,0.07,0.06,0.0,0.02,0.15
8885,x-men: the official game,Gc,2006.0,Action,Activision,0.12,0.03,0.0,0.0,0.15
8886,brain boost: gamma wave,Ds,2005.0,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15
8887,scarface: the world is yours,Wii,2007.0,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.15
8888,rock band: metal track pack,X360,2009.0,Misc,Mtv Games,0.14,0.0,0.0,0.01,0.15
8889,chessmaster ii,Ps,1998.0,Strategy,Mindscape,0.08,0.06,0.0,0.01,0.15
8890,all-star baseball 2003,Gba,2002.0,Sports,Acclaim Entertainment,0.11,0.04,0.0,0.0,0.15
8891,scooby-doo! mystery mayhem,Xb,2004.0,Action,Thq,0.11,0.03,0.0,0.01,0.15
8892,winning post 4,Ps,1999.0,Sports,Tecmo Koei,0.0,0.0,0.14,0.01,0.15
8893,major league baseball 2k13,Ps3,2013.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15
8894,dreamworks super star kartz,Wii,2011.0,Racing,Activision,0.1,0.04,0.0,0.01,0.15
8895,pro baseball spirits 2015,Ps3,2015.0,Action,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15
8896,187: ride or die,Ps2,2005.0,Racing,Ubisoft,0.07,0.06,0.0,0.02,0.15
8897,curious george,Gc,2006.0,Action,Namco Bandai Games,0.11,0.03,0.0,0.0,0.15
8898,strawberry shortcake: game boy advance video volume 1,Gba,2004.0,Misc,Nan,0.11,0.04,0.0,0.0,0.15
8899,armored core: for answer,X360,2008.0,Simulation,Ubisoft,0.06,0.01,0.07,0.01,0.15
8900,geist,Gc,2005.0,Adventure,Nintendo,0.11,0.03,0.0,0.0,0.15
8902,cardinal syn,Ps,1998.0,Fighting,Sony Computer Entertainment,0.08,0.06,0.0,0.01,0.15
8903,charm girls club: pajama party,Wii,2009.0,Misc,Electronic Arts,0.14,0.0,0.0,0.01,0.15
8904,street fighter alpha 3,Gba,2002.0,Fighting,Capcom,0.11,0.04,0.0,0.0,0.15
8905,the wizard of oz: beyond the yellow brick road,Ds,2008.0,Role-Playing,D3Publisher,0.13,0.0,0.0,0.01,0.15
8906,mobile suit gundam side story iii: sabakareshi mono,Sat,1997.0,Shooter,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
8907,ridge racer ds,Ds,2004.0,Racing,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15
8908,warriors orochi 3,Ps4,2014.0,Action,Tecmo Koei,0.04,0.05,0.04,0.02,0.15
8909,nancy drew: the white wolf of icicle creek,Wii,2008.0,Adventure,Sega,0.14,0.0,0.0,0.01,0.15
8910,super street fighter ii,Gen,1993.0,Fighting,Capcom,0.0,0.0,0.15,0.0,0.15
8911,metal gear solid: peace walker hd edition,Ps3,2011.0,Action,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15
8912,battle stadium d.o.n,Ps2,2006.0,Fighting,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
8913,no.1 muscle ranking - kinniku banzuke vol. 2: aratanarugenkai enochousen!,Ps,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.01,0.15
8914,brain boost: beta wave,Ds,2005.0,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15
8915,power pro kun pocket 9,Ds,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15
8916,rubik's world,Wii,2008.0,Puzzle,Game Factory,0.13,0.01,0.0,0.01,0.15
8917,gallop & ride!,Wii,2008.0,Sports,Thq,0.14,0.0,0.0,0.01,0.15
8918,shenmue ii,Dc,2001.0,Adventure,Sega,0.0,0.0,0.15,0.0,0.15
8919,major league baseball 2k8,Ps2,2008.0,Sports,Bethesda Softworks,0.07,0.06,0.0,0.02,0.15
8920,capcom classics collection,Xb,2005.0,Misc,Capcom,0.11,0.03,0.0,0.01,0.15
8921,fugitive hunter: war on terror,Ps2,2003.0,Shooter,Play It,0.07,0.06,0.0,0.02,0.15
8922,the incredible hulk: ultimate destruction,Gc,2005.0,Action,Vivendi Games,0.11,0.03,0.0,0.0,0.15
8923,prince of persia: the two thrones,Gc,2005.0,Action,Ubisoft,0.11,0.03,0.0,0.0,0.15
8924,ore no imouto ga konna ni kawaii wake ga nai portable,Psp,2011.0,Adventure,Banpresto,0.0,0.0,0.15,0.0,0.15
8925,baseball blast!,Wii,2009.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15
8926,pac-man world 3,Xb,2005.0,Platform,Namco Bandai Games,0.11,0.04,0.0,0.01,0.15
8927,the walking dead: season two,Psv,2014.0,Adventure,Telltale Games,0.1,0.0,0.01,0.03,0.15
8928,harvest moon: hero of leaf valley,Psp,2009.0,Simulation,Rising Star Games,0.07,0.02,0.05,0.02,0.15
8929,phantasy star online episode i & ii,Xb,2003.0,Role-Playing,Sega,0.11,0.03,0.0,0.01,0.15
8930,f1 2012,Pc,2012.0,Racing,Codemasters,0.01,0.11,0.0,0.03,0.15
8932,rayman raving rabbids,Ds,2007.0,Misc,Ubisoft,0.13,0.01,0.0,0.01,0.15
8933,kung-fu: high impact,X360,2011.0,Action,Black Bean Games,0.08,0.06,0.0,0.01,0.15
8934,snk arcade classics vol. 1,Psp,2008.0,Misc,Ignition Entertainment,0.13,0.0,0.01,0.01,0.15
8935,darkstalkers chronicle: the chaos tower,Psp,2004.0,Fighting,Capcom,0.13,0.0,0.0,0.01,0.15
8936,nhl 2k10,X360,2009.0,Sports,Take-Two Interactive,0.11,0.02,0.0,0.01,0.15
8937,batman begins,Gc,2005.0,Action,Electronic Arts,0.11,0.03,0.0,0.0,0.15
8938,toy story racer,Ps,2001.0,Racing,Activision,0.08,0.06,0.0,0.01,0.15
8939,yakuza: ishin,Ps4,2014.0,Action,Sega,0.0,0.0,0.15,0.0,0.15
8940,f1 2011,Psv,2011.0,Racing,Codemasters,0.03,0.08,0.01,0.03,0.15
8941,disney's donald duck: goin' quackers,Ps,2000.0,Platform,Ubisoft,0.08,0.06,0.0,0.01,0.15
8942,mobile suit gundam: perfect one year war,Ps,1997.0,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.01,0.15
8943,galerians,Ps,1999.0,Adventure,Crave Entertainment,0.08,0.06,0.0,0.01,0.15
8944,crash: twinsanity,Xb,2004.0,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.15
8945,drummania,Ps2,2000.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15
8946,yu-gi-oh! nightmare troubadour (us sales),Ds,2005.0,Action,Konami Digital Entertainment,0.15,0.0,0.0,0.0,0.15
8947,code:realize - sousei no himegimi,Psv,2014.0,Adventure,Idea Factory,0.09,0.0,0.03,0.03,0.15
8948,hoppechan: tsukutte! asonde! punipuni town!!,3Ds,2013.0,Action,Nippon Columbia,0.0,0.0,0.15,0.0,0.15
8949,deus ex: mankind divided,Xone,2016.0,Role-Playing,Square Enix,0.08,0.06,0.0,0.01,0.15
8950,arena football,Xb,2006.0,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.15
8951,tamagotchi no narikiri channel,Ds,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
8952,power pro kun pocket 1+2,Gba,2004.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.15
8953,rayman origins,3Ds,2012.0,Platform,Ubisoft,0.06,0.08,0.0,0.01,0.15
8954,thor: god of thunder,X360,2011.0,Action,Sega,0.09,0.04,0.0,0.01,0.15
8955,medal of honor: infiltrator,Gba,2003.0,Shooter,Electronic Arts,0.11,0.04,0.0,0.0,0.15
8956,risen 2: dark waters,X360,2012.0,Role-Playing,Deep Silver,0.05,0.08,0.0,0.01,0.15
8957,blazing dragons,Ps,1996.0,Adventure,Crystal Dynamics,0.08,0.06,0.0,0.01,0.15
8958,geometry wars: galaxies,Ds,2007.0,Shooter,Vivendi Games,0.13,0.0,0.0,0.01,0.15
8959,super monkey ball deluxe,Xb,2005.0,Misc,Sega,0.11,0.03,0.0,0.01,0.15
8960,shin megami tensei: devil summoner - soul hackers,Ps,1999.0,Role-Playing,Atlus,0.0,0.0,0.14,0.01,0.15
8961,shin chan: ¡aventuras de cine!,Ds,2008.0,Platform,505 Games,0.0,0.0,0.15,0.0,0.15
8962,alien: isolation,Pc,2014.0,Shooter,Sega,0.0,0.13,0.0,0.01,0.15
8963,high velocity bowling,Ps3,2010.0,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.15
8964,tamagotchi collection,Ds,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
8965,pac-man party 3d,3Ds,2011.0,Misc,Namco Bandai Games,0.09,0.04,0.0,0.01,0.15
8966,"newu fitness first mind body, yoga & pilates workout",Wii,2010.0,Sports,Black Bean Games,0.12,0.02,0.0,0.01,0.15
8967,backyard sports: sandlot sluggers,Ds,2010.0,Sports,Atari,0.14,0.0,0.0,0.01,0.15
8968,turbo prop racing,Ps,1997.0,Racing,Sony Computer Entertainment,0.08,0.06,0.0,0.01,0.15
8969,barbie superpack: secret agent / groovy games,Gba,2005.0,Misc,Vivendi Games,0.1,0.04,0.0,0.0,0.15
8970,tom clancy's ghost recon,Gc,2003.0,Shooter,Ubisoft,0.11,0.03,0.0,0.0,0.15
8971,dance dance revolution (north america),Ps,2001.0,Simulation,Konami Digital Entertainment,0.08,0.06,0.0,0.01,0.15
8972,bakugan battle brawlers: defenders of the core,X360,2010.0,Action,Activision,0.11,0.02,0.0,0.01,0.15
8973,mad dash racing,Xb,2001.0,Racing,Eidos Interactive,0.11,0.03,0.0,0.01,0.15
8974,dreamworks 2-in-1 party pack,Ds,2010.0,Misc,Activision,0.14,0.0,0.0,0.01,0.15
8975,summon night 5,Psp,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
8976,motogp 2: ultimate racing technology,Ps2,2001.0,Racing,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15
8977,black * rock shooter: the game,Psp,2011.0,Role-Playing,Unknown,0.0,0.0,0.15,0.0,0.15
8978,travel games for dummies,Ds,2008.0,Misc,Electronic Arts,0.13,0.0,0.0,0.01,0.15
8979,bmx xxx,Ps2,2002.0,Sports,Acclaim Entertainment,0.07,0.06,0.0,0.02,0.15
8980,safecracker: the ultimate puzzle adventure,Ds,2009.0,Puzzle,The Adventure Company,0.07,0.06,0.0,0.01,0.15
8981,tiger woods pga tour,Ds,2004.0,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.15
8982,dragon ball z: idainaru dragon ball densetsu,Sat,1995.0,Fighting,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
8983,sonic advance & sonic pinball party combo pack,Gba,2005.0,Misc,Sega,0.1,0.04,0.0,0.0,0.15
8984,boktai: the sun is in your hand,Gba,2003.0,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.15
8985,cars: mater-national championship,X360,2007.0,Racing,Thq,0.13,0.0,0.0,0.01,0.15
8986,making history: the great war,Wii,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
8987,drawn to life collection,Ds,2010.0,Misc,Thq,0.14,0.0,0.0,0.01,0.15
8988,guilty gear x2 #reload,Xb,2004.0,Fighting,Zoo Digital Publishing,0.11,0.03,0.0,0.01,0.15
8989,wizardry vii: gadeia no houshu,Ps,1995.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.14,0.01,0.15
8990,dynasty warriors 8: xtreme legends,Psv,2013.0,Action,Tecmo Koei,0.04,0.03,0.05,0.02,0.15
8991,moshi monsters: katsuma unleashed,Ds,2013.0,Action,Activision,0.0,0.13,0.0,0.02,0.15
8992,elf: the movie,Gba,2004.0,Action,Crave Entertainment,0.1,0.04,0.0,0.0,0.15
8993,metal slug 7,Ds,2008.0,Shooter,Ignition Entertainment,0.13,0.0,0.01,0.01,0.15
8994,mlb slugfest 20-03,Gc,2002.0,Sports,Midway Games,0.11,0.03,0.0,0.0,0.15
8995,tamagotchi no appare! niji venture,Ds,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
8996,grabbed by the ghoulies,Xb,2003.0,Action,Microsoft Game Studios,0.11,0.03,0.0,0.01,0.14
8997,ys: the oath in felghana,Psp,2010.0,Role-Playing,Falcom Corporation,0.09,0.0,0.04,0.01,0.14
8998,shadow hearts: from the new world,Ps2,2005.0,Role-Playing,Ghostlight,0.07,0.06,0.0,0.02,0.14
8999,mega man powered up,Psp,2006.0,Platform,Capcom,0.12,0.01,0.0,0.02,0.14
9000,csi: 3 dimensions of murder,Ps2,2007.0,Adventure,Ubisoft,0.07,0.06,0.0,0.02,0.14
9001,barbarian,Ps2,2002.0,Fighting,Titus,0.07,0.06,0.0,0.02,0.14
9002,quickspot,Ds,2006.0,Misc,Namco Bandai Games,0.02,0.0,0.13,0.0,0.14
9003,deception iv: blood ties,Psv,2014.0,Action,Tecmo Koei,0.03,0.03,0.07,0.02,0.14
9004,tennis no oji-sama: aim at the victory!,Gba,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14
9005,l.a. rush,Xb,2005.0,Racing,Midway Games,0.11,0.03,0.0,0.01,0.14
9006,"lunar 2: eternal blue(sales, but wrong system)",Gen,1994.0,Role-Playing,Game Arts,0.0,0.0,0.14,0.0,0.14
9007,where the wild things are,Ds,2009.0,Platform,Warner Bros. Interactive Entertainment,0.13,0.0,0.0,0.01,0.14
9008,pipe dreams 3d,Ps,2001.0,Puzzle,Empire Interactive,0.08,0.05,0.0,0.01,0.14
9009,derby stallion gold,3Ds,2014.0,Sports,Kadokawa Shoten,0.0,0.0,0.14,0.0,0.14
9010,adventure time: explore the dungeon because i don't know!,3Ds,2013.0,Action,D3Publisher,0.1,0.03,0.0,0.01,0.14
9011,lost dimension,Psv,2014.0,Role-Playing,Nippon Ichi Software,0.07,0.03,0.02,0.03,0.14
9012,fox sports golf '99,Ps,1997.0,Sports,Gremlin Interactive Ltd,0.08,0.05,0.0,0.01,0.14
9013,jurassic: the hunted,Ps2,2009.0,Shooter,Activision,0.07,0.06,0.0,0.02,0.14
9014,power rangers: super legends,Ps2,2007.0,Action,Disney Interactive Studios,0.07,0.06,0.0,0.02,0.14
9015,sakura wars gb,Gb,2000.0,Adventure,Media Factory,0.0,0.0,0.14,0.0,0.14
9016,shining force cd,Scd,1994.0,Strategy,Sega,0.0,0.0,0.14,0.0,0.14
9017,rayman 3,Gba,2003.0,Platform,Ubisoft,0.1,0.04,0.0,0.0,0.14
9018,fatal frame,Ps2,2001.0,Action,Wanadoo,0.07,0.06,0.0,0.02,0.14
9019,the fifth element,Ps,1998.0,Action,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14
9020,kung fu panda 2,Wii,2011.0,Action,Thq,0.08,0.05,0.0,0.01,0.14
9021,fast food panic,Ds,2010.0,Simulation,Nobilis,0.13,0.0,0.0,0.01,0.14
9022,diner dash: flo on the go,Ds,2009.0,Puzzle,Zoo Games,0.13,0.0,0.0,0.01,0.14
9023,adrenalin misfits,X360,2010.0,Racing,Konami Digital Entertainment,0.12,0.02,0.0,0.01,0.14
9024,okaeri! chibi-robo! happy richie oosouji,Ds,2009.0,Adventure,Nintendo,0.0,0.0,0.14,0.0,0.14
9025,wild arms 4,Ps2,2005.0,Role-Playing,505 Games,0.07,0.06,0.0,0.02,0.14
9026,haunted house,Wii,2010.0,Action,Atari,0.13,0.0,0.0,0.01,0.14
9027,ratatouille,Gc,2007.0,Action,Thq,0.11,0.03,0.0,0.0,0.14
9028,g.i. joe: the rise of cobra,Ps2,2009.0,Action,Electronic Arts,0.11,0.0,0.0,0.03,0.14
9029,casper: spirit dimensions,Ps2,2001.0,Platform,Tdk Mediactive,0.07,0.05,0.0,0.02,0.14
9030,super robot taisen og saga: endless frontier (jp sales),Ds,2008.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
9031,sengoku musou 3 empires,Ps3,2011.0,Action,Tecmo Koei,0.0,0.0,0.14,0.0,0.14
9032,dream pinball 3d,Wii,2008.0,Misc,Southpeak Games,0.1,0.03,0.0,0.01,0.14
